SA_step,Energy,Energy_Error,Mu,Sigma
493,-0.467723,0.0444398,0.787932,0.627924
494,-0.467723,0.0444398,0.787932,0.627924
495,-0.467723,0.0444398,0.787932,0.627924
496,-0.467723,0.0444398,0.787932,0.627924
497,-0.467723,0.0444398,0.787932,0.627924
498,-0.467723,0.0444398,0.787932,0.627924
499,-0.467723,0.0444398,0.787932,0.627924
500,-0.467723,0.0444398,0.787932,0.627924
501,-0.467723,0.0444398,0.787932,0.627924
502,-0.467723,0.0444398,0.787932,0.627924
503,-0.467723,0.0444398,0.787932,0.627924
504,-0.467723,0.0444398,0.787932,0.627924
505,-0.467723,0.0444398,0.787932,0.627924
506,-0.467723,0.0444398,0.787932,0.627924
507,-0.467723,0.0444398,0.787932,0.627924
508,-0.467723,0.0444398,0.787932,0.627924
509,-0.467723,0.0444398,0.787932,0.627924
510,-0.467723,0.0444398,0.787932,0.627924
511,-0.469596,0.0446186,0.792368,0.625481
512,-0.469596,0.0446186,0.792368,0.625481
513,-0.469596,0.0446186,0.792368,0.625481
514,-0.469596,0.0446186,0.792368,0.625481
515,-0.469596,0.0446186,0.792368,0.625481
516,-0.469596,0.0446186,0.792368,0.625481
517,-0.469596,0.0446186,0.792368,0.625481
518,-0.469596,0.0446186,0.792368,0.625481
519,-0.469596,0.0446186,0.792368,0.625481
520,-0.469596,0.0446186,0.792368,0.625481
521,-0.469596,0.0446186,0.792368,0.625481
522,-0.469596,0.0446186,0.792368,0.625481
523,-0.469596,0.0446186,0.792368,0.625481
524,-0.469596,0.0446186,0.792368,0.625481
525,-0.469596,0.0446186,0.792368,0.625481
526,-0.469596,0.0446186,0.792368,0.625481
527,-0.469596,0.0446186,0.792368,0.625481
528,-0.469596,0.0446186,0.792368,0.625481
529,-0.469596,0.0446186,0.792368,0.625481
530,-0.469596,0.0446186,0.792368,0.625481
531,-0.469596,0.0446186,0.792368,0.625481
532,-0.469596,0.0446186,0.792368,0.625481
533,-0.469596,0.0446186,0.792368,0.625481
534,-0.469596,0.0446186,0.792368,0.625481
535,-0.469596,0.0446186,0.792368,0.625481
536,-0.469596,0.0446186,0.792368,0.625481
537,-0.469596,0.0446186,0.792368,0.625481
538,-0.469596,0.0446186,0.792368,0.625481
539,-0.4711,0.0447389,0.791667,0.622152
540,-0.4711,0.0447389,0.791667,0.622152
541,-0.4711,0.0447389,0.791667,0.622152
542,-0.4711,0.0447389,0.791667,0.622152
543,-0.4711,0.0447389,0.791667,0.622152
544,-0.4711,0.0447389,0.791667,0.622152
545,-0.4711,0.0447389,0.791667,0.622152
546,-0.4711,0.0447389,0.791667,0.622152
547,-0.4711,0.0447389,0.791667,0.622152
548,-0.4711,0.0447389,0.791667,0.622152
549,-0.4711,0.0447389,0.791667,0.622152
550,-0.4711,0.0447389,0.791667,0.622152
551,-0.4711,0.0447389,0.791667,0.622152
552,-0.4711,0.0447389,0.791667,0.622152
553,-0.4711,0.0447389,0.791667,0.622152
554,-0.4711,0.0447389,0.791667,0.622152
555,-0.4711,0.0447389,0.791667,0.622152
556,-0.4711,0.0447389,0.791667,0.622152
557,-0.4711,0.0447389,0.791667,0.622152
558,-0.4711,0.0447389,0.791667,0.622152
559,-0.4711,0.0447389,0.791667,0.622152
560,-0.4711,0.0447389,0.791667,0.622152
561,-0.4711,0.0447389,0.791667,0.622152
562,-0.4711,0.0447389,0.791667,0.622152
563,-0.4711,0.0447389,0.791667,0.622152
564,-0.4711,0.0447389,0.791667,0.622152
565,-0.4711,0.0447389,0.791667,0.622152
566,-0.4711,0.0447389,0.791667,0.622152
567,-0.4711,0.0447389,0.791667,0.622152
568,-0.4711,0.0447389,0.791667,0.622152
569,-0.4711,0.0447389,0.791667,0.622152
570,-0.4711,0.0447389,0.791667,0.622152
571,-0.4711,0.0447389,0.791667,0.622152
572,-0.4711,0.0447389,0.791667,0.622152
573,-0.4711,0.0447389,0.791667,0.622152
574,-0.4711,0.0447389,0.791667,0.622152
575,-0.4711,0.0447389,0.791667,0.622152
576,-0.4711,0.0447389,0.791667,0.622152
577,-0.4711,0.0447389,0.791667,0.622152
578,-0.4711,0.0447389,0.791667,0.622152
579,-0.4711,0.0447389,0.791667,0.622152
580,-0.4711,0.0447389,0.791667,0.622152
581,-0.4711,0.0447389,0.791667,0.622152
582,-0.4711,0.0447389,0.791667,0.622152
583,-0.4711,0.0447389,0.791667,0.622152
584,-0.4711,0.0447389,0.791667,0.622152
585,-0.4711,0.0447389,0.791667,0.622152
586,-0.4711,0.0447389,0.791667,0.622152
587,-0.4711,0.0447389,0.791667,0.622152
588,-0.4711,0.0447389,0.791667,0.622152
589,-0.4711,0.0447389,0.791667,0.622152
590,-0.4711,0.0447389,0.791667,0.622152
591,-0.4711,0.0447389,0.791667,0.622152
592,-0.4711,0.0447389,0.791667,0.622152
593,-0.4711,0.0447389,0.791667,0.622152
594,-0.4711,0.0447389,0.791667,0.622152
595,-0.4711,0.0447389,0.791667,0.622152
596,-0.4711,0.0447389,0.791667,0.622152
597,-0.4711,0.0447389,0.791667,0.622152
598,-0.4711,0.0447389,0.791667,0.622152
599,-0.4711,0.0447389,0.791667,0.622152
600,-0.4711,0.0447389,0.791667,0.622152
601,-0.4711,0.0447389,0.791667,0.622152
602,-0.4711,0.0447389,0.791667,0.622152
603,-0.4711,0.0447389,0.791667,0.622152
604,-0.4711,0.0447389,0.791667,0.622152
605,-0.4711,0.0447389,0.791667,0.622152
606,-0.4711,0.0447389,0.791667,0.622152
607,-0.473509,0.0449936,0.79116,0.62231
608,-0.473509,0.0449936,0.79116,0.62231
609,-0.473509,0.0449936,0.79116,0.62231
610,-0.473509,0.0449936,0.79116,0.62231
611,-0.473509,0.0449936,0.79116,0.62231
612,-0.473509,0.0449936,0.79116,0.62231
613,-0.473509,0.0449936,0.79116,0.62231
614,-0.473509,0.0449936,0.79116,0.62231
615,-0.473509,0.0449936,0.79116,0.62231
616,-0.473509,0.0449936,0.79116,0.62231
617,-0.473509,0.0449936,0.79116,0.62231
618,-0.473509,0.0449936,0.79116,0.62231
619,-0.473509,0.0449936,0.79116,0.62231
620,-0.473509,0.0449936,0.79116,0.62231
621,-0.473509,0.0449936,0.79116,0.62231
622,-0.473509,0.0449936,0.79116,0.62231
623,-0.473509,0.0449936,0.79116,0.62231
624,-0.473509,0.0449936,0.79116,0.62231
625,-0.473509,0.0449936,0.79116,0.62231
626,-0.473509,0.0449936,0.79116,0.62231
627,-0.473509,0.0449936,0.79116,0.62231
628,-0.473509,0.0449936,0.79116,0.62231
629,-0.473509,0.0449936,0.79116,0.62231
630,-0.473509,0.0449936,0.79116,0.62231
631,-0.473509,0.0449936,0.79116,0.62231
632,-0.473509,0.0449936,0.79116,0.62231
633,-0.473509,0.0449936,0.79116,0.62231
634,-0.473509,0.0449936,0.79116,0.62231
635,-0.473509,0.0449936,0.79116,0.62231
636,-0.473509,0.0449936,0.79116,0.62231
637,-0.473509,0.0449936,0.79116,0.62231
638,-0.473509,0.0449936,0.79116,0.62231
639,-0.473509,0.0449936,0.79116,0.62231
640,-0.473509,0.0449936,0.79116,0.62231
641,-0.473509,0.0449936,0.79116,0.62231
642,-0.473509,0.0449936,0.79116,0.62231
643,-0.473509,0.0449936,0.79116,0.62231
644,-0.473509,0.0449936,0.79116,0.62231
645,-0.473509,0.0449936,0.79116,0.62231
646,-0.473509,0.0449936,0.79116,0.62231
647,-0.473509,0.0449936,0.79116,0.62231
648,-0.473509,0.0449936,0.79116,0.62231
649,-0.473509,0.0449936,0.79116,0.62231
650,-0.473509,0.0449936,0.79116,0.62231
651,-0.473509,0.0449936,0.79116,0.62231
652,-0.473509,0.0449936,0.79116,0.62231
653,-0.473509,0.0449936,0.79116,0.62231
654,-0.473509,0.0449936,0.79116,0.62231
655,-0.473509,0.0449936,0.79116,0.62231
656,-0.473509,0.0449936,0.79116,0.62231
657,-0.473509,0.0449936,0.79116,0.62231
658,-0.473509,0.0449936,0.79116,0.62231
659,-0.473509,0.0449936,0.79116,0.62231
660,-0.473509,0.0449936,0.79116,0.62231
661,-0.473509,0.0449936,0.79116,0.62231
662,-0.473509,0.0449936,0.79116,0.62231
663,-0.473509,0.0449936,0.79116,0.62231
664,-0.473509,0.0449936,0.79116,0.62231
665,-0.473509,0.0449936,0.79116,0.62231
666,-0.473509,0.0449936,0.79116,0.62231
667,-0.473509,0.0449936,0.79116,0.62231
668,-0.473509,0.0449936,0.79116,0.62231
669,-0.473509,0.0449936,0.79116,0.62231
670,-0.473509,0.0449936,0.79116,0.62231
671,-0.473509,0.0449936,0.79116,0.62231
672,-0.473509,0.0449936,0.79116,0.62231
673,-0.473509,0.0449936,0.79116,0.62231
674,-0.473509,0.0449936,0.79116,0.62231
675,-0.473509,0.0449936,0.79116,0.62231
676,-0.473509,0.0449936,0.79116,0.62231
677,-0.473509,0.0449936,0.79116,0.62231
678,-0.473509,0.0449936,0.79116,0.62231
679,-0.473509,0.0449936,0.79116,0.62231
680,-0.473509,0.0449936,0.79116,0.62231
681,-0.473509,0.0449936,0.79116,0.62231
682,-0.473509,0.0449936,0.79116,0.62231
683,-0.473509,0.0449936,0.79116,0.62231
684,-0.473509,0.0449936,0.79116,0.62231
685,-0.473509,0.0449936,0.79116,0.62231
686,-0.473509,0.0449936,0.79116,0.62231
687,-0.473509,0.0449936,0.79116,0.62231
688,-0.473509,0.0449936,0.79116,0.62231
689,-0.473509,0.0449936,0.79116,0.62231
690,-0.473509,0.0449936,0.79116,0.62231
691,-0.473509,0.0449936,0.79116,0.62231
692,-0.473509,0.0449936,0.79116,0.62231
693,-0.473509,0.0449936,0.79116,0.62231
694,-0.473509,0.0449936,0.79116,0.62231
695,-0.473509,0.0449936,0.79116,0.62231
696,-0.473509,0.0449936,0.79116,0.62231
697,-0.473509,0.0449936,0.79116,0.62231
698,-0.473509,0.0449936,0.79116,0.62231
699,-0.473509,0.0449936,0.79116,0.62231
700,-0.473509,0.0449936,0.79116,0.62231
701,-0.473509,0.0449936,0.79116,0.62231
702,-0.473509,0.0449936,0.79116,0.62231
703,-0.473509,0.0449936,0.79116,0.62231
704,-0.473509,0.0449936,0.79116,0.62231
705,-0.473509,0.0449936,0.79116,0.62231
706,-0.473509,0.0449936,0.79116,0.62231
707,-0.473509,0.0449936,0.79116,0.62231
708,-0.473509,0.0449936,0.79116,0.62231
709,-0.473509,0.0449936,0.79116,0.62231
710,-0.473509,0.0449936,0.79116,0.62231
711,-0.473509,0.0449936,0.79116,0.62231
712,-0.473509,0.0449936,0.79116,0.62231
713,-0.473509,0.0449936,0.79116,0.62231
714,-0.473509,0.0449936,0.79116,0.62231
715,-0.473509,0.0449936,0.79116,0.62231
716,-0.473509,0.0449936,0.79116,0.62231
717,-0.473509,0.0449936,0.79116,0.62231
718,-0.473509,0.0449936,0.79116,0.62231
719,-0.473509,0.0449936,0.79116,0.62231
720,-0.473509,0.0449936,0.79116,0.62231
721,-0.473509,0.0449936,0.79116,0.62231
722,-0.473509,0.0449936,0.79116,0.62231
723,-0.473509,0.0449936,0.79116,0.62231
724,-0.473509,0.0449936,0.79116,0.62231
725,-0.473509,0.0449936,0.79116,0.62231
726,-0.473509,0.0449936,0.79116,0.62231
727,-0.473509,0.0449936,0.79116,0.62231
728,-0.473509,0.0449936,0.79116,0.62231
729,-0.473509,0.0449936,0.79116,0.62231
730,-0.473509,0.0449936,0.79116,0.62231
731,-0.473509,0.0449936,0.79116,0.62231
732,-0.473509,0.0449936,0.79116,0.62231
733,-0.473509,0.0449936,0.79116,0.62231
734,-0.473509,0.0449936,0.79116,0.62231
735,-0.473509,0.0449936,0.79116,0.62231
736,-0.473509,0.0449936,0.79116,0.62231
737,-0.473509,0.0449936,0.79116,0.62231
738,-0.473509,0.0449936,0.79116,0.62231
739,-0.473509,0.0449936,0.79116,0.62231
740,-0.473509,0.0449936,0.79116,0.62231
741,-0.473509,0.0449936,0.79116,0.62231
742,-0.473509,0.0449936,0.79116,0.62231
743,-0.473509,0.0449936,0.79116,0.62231
744,-0.473509,0.0449936,0.79116,0.62231
745,-0.473509,0.0449936,0.79116,0.62231
746,-0.473509,0.0449936,0.79116,0.62231
747,-0.473509,0.0449936,0.79116,0.62231
748,-0.473509,0.0449936,0.79116,0.62231
749,-0.473509,0.0449936,0.79116,0.62231
750,-0.473509,0.0449936,0.79116,0.62231
751,-0.473509,0.0449936,0.79116,0.62231
752,-0.473509,0.0449936,0.79116,0.62231
753,-0.473509,0.0449936,0.79116,0.62231
754,-0.473509,0.0449936,0.79116,0.62231
755,-0.473509,0.0449936,0.79116,0.62231
756,-0.473509,0.0449936,0.79116,0.62231
757,-0.473509,0.0449936,0.79116,0.62231
758,-0.473509,0.0449936,0.79116,0.62231
759,-0.473509,0.0449936,0.79116,0.62231
760,-0.473509,0.0449936,0.79116,0.62231
761,-0.473509,0.0449936,0.79116,0.62231
762,-0.473509,0.0449936,0.79116,0.62231
763,-0.473509,0.0449936,0.79116,0.62231
764,-0.473509,0.0449936,0.79116,0.62231
765,-0.473509,0.0449936,0.79116,0.62231
766,-0.473509,0.0449936,0.79116,0.62231
767,-0.473509,0.0449936,0.79116,0.62231
768,-0.473509,0.0449936,0.79116,0.62231
769,-0.473509,0.0449936,0.79116,0.62231
770,-0.473509,0.0449936,0.79116,0.62231
771,-0.473509,0.0449936,0.79116,0.62231
772,-0.473509,0.0449936,0.79116,0.62231
773,-0.473509,0.0449936,0.79116,0.62231
774,-0.473509,0.0449936,0.79116,0.62231
775,-0.473509,0.0449936,0.79116,0.62231
776,-0.473509,0.0449936,0.79116,0.62231
777,-0.473509,0.0449936,0.79116,0.62231
778,-0.473509,0.0449936,0.79116,0.62231
779,-0.473509,0.0449936,0.79116,0.62231
780,-0.473509,0.0449936,0.79116,0.62231
781,-0.473509,0.0449936,0.79116,0.62231
782,-0.473509,0.0449936,0.79116,0.62231
783,-0.473509,0.0449936,0.79116,0.62231
784,-0.473509,0.0449936,0.79116,0.62231
785,-0.473509,0.0449936,0.79116,0.62231
786,-0.473509,0.0449936,0.79116,0.62231
787,-0.473509,0.0449936,0.79116,0.62231
788,-0.473509,0.0449936,0.79116,0.62231
789,-0.473509,0.0449936,0.79116,0.62231
790,-0.473509,0.0449936,0.79116,0.62231
791,-0.473509,0.0449936,0.79116,0.62231
792,-0.473509,0.0449936,0.79116,0.62231
793,-0.473509,0.0449936,0.79116,0.62231
794,-0.473509,0.0449936,0.79116,0.62231
795,-0.473509,0.0449936,0.79116,0.62231
796,-0.473509,0.0449936,0.79116,0.62231
797,-0.473509,0.0449936,0.79116,0.62231
798,-0.473509,0.0449936,0.79116,0.62231
799,-0.473509,0.0449936,0.79116,0.62231
800,-0.473509,0.0449936,0.79116,0.62231
801,-0.473509,0.0449936,0.79116,0.62231
802,-0.473509,0.0449936,0.79116,0.62231
803,-0.473509,0.0449936,0.79116,0.62231
804,-0.473509,0.0449936,0.79116,0.62231
805,-0.473509,0.0449936,0.79116,0.62231
806,-0.473509,0.0449936,0.79116,0.62231
807,-0.473509,0.0449936,0.79116,0.62231
808,-0.473509,0.0449936,0.79116,0.62231
809,-0.473509,0.0449936,0.79116,0.62231
810,-0.473509,0.0449936,0.79116,0.62231
811,-0.473509,0.0449936,0.79116,0.62231
812,-0.473509,0.0449936,0.79116,0.62231
813,-0.473509,0.0449936,0.79116,0.62231
814,-0.473509,0.0449936,0.79116,0.62231
815,-0.473509,0.0449936,0.79116,0.62231
816,-0.473509,0.0449936,0.79116,0.62231
817,-0.473509,0.0449936,0.79116,0.62231
818,-0.473509,0.0449936,0.79116,0.62231
819,-0.473509,0.0449936,0.79116,0.62231
820,-0.473509,0.0449936,0.79116,0.62231
821,-0.473509,0.0449936,0.79116,0.62231
822,-0.473509,0.0449936,0.79116,0.62231
823,-0.473509,0.0449936,0.79116,0.62231
824,-0.473509,0.0449936,0.79116,0.62231
825,-0.473509,0.0449936,0.79116,0.62231
826,-0.473509,0.0449936,0.79116,0.62231
827,-0.473509,0.0449936,0.79116,0.62231
828,-0.473509,0.0449936,0.79116,0.62231
829,-0.473509,0.0449936,0.79116,0.62231
830,-0.473509,0.0449936,0.79116,0.62231
831,-0.473509,0.0449936,0.79116,0.62231
832,-0.473509,0.0449936,0.79116,0.62231
833,-0.473509,0.0449936,0.79116,0.62231
834,-0.473509,0.0449936,0.79116,0.62231
835,-0.473509,0.0449936,0.79116,0.62231
836,-0.473509,0.0449936,0.79116,0.62231
837,-0.473509,0.0449936,0.79116,0.62231
838,-0.473509,0.0449936,0.79116,0.62231
839,-0.473509,0.0449936,0.79116,0.62231
840,-0.473509,0.0449936,0.79116,0.62231
841,-0.473509,0.0449936,0.79116,0.62231
842,-0.473509,0.0449936,0.79116,0.62231
843,-0.473509,0.0449936,0.79116,0.62231
844,-0.473509,0.0449936,0.79116,0.62231
845,-0.473509,0.0449936,0.79116,0.62231
846,-0.473509,0.0449936,0.79116,0.62231
847,-0.473509,0.0449936,0.79116,0.62231
848,-0.473509,0.0449936,0.79116,0.62231
849,-0.473509,0.0449936,0.79116,0.62231
850,-0.473509,0.0449936,0.79116,0.62231
851,-0.473509,0.0449936,0.79116,0.62231
852,-0.473509,0.0449936,0.79116,0.62231
853,-0.473509,0.0449936,0.79116,0.62231
854,-0.473509,0.0449936,0.79116,0.62231
855,-0.473509,0.0449936,0.79116,0.62231
856,-0.473509,0.0449936,0.79116,0.62231
857,-0.473509,0.0449936,0.79116,0.62231
858,-0.473509,0.0449936,0.79116,0.62231
859,-0.473509,0.0449936,0.79116,0.62231
860,-0.473509,0.0449936,0.79116,0.62231
861,-0.473509,0.0449936,0.79116,0.62231
862,-0.473509,0.0449936,0.79116,0.62231
863,-0.473509,0.0449936,0.79116,0.62231
864,-0.473509,0.0449936,0.79116,0.62231
865,-0.473509,0.0449936,0.79116,0.62231
866,-0.473509,0.0449936,0.79116,0.62231
867,-0.473509,0.0449936,0.79116,0.62231
868,-0.473509,0.0449936,0.79116,0.62231
869,-0.473509,0.0449936,0.79116,0.62231
870,-0.473509,0.0449936,0.79116,0.62231
871,-0.473509,0.0449936,0.79116,0.62231
872,-0.473509,0.0449936,0.79116,0.62231
873,-0.473509,0.0449936,0.79116,0.62231
874,-0.473509,0.0449936,0.79116,0.62231
875,-0.473509,0.0449936,0.79116,0.62231
876,-0.473509,0.0449936,0.79116,0.62231
877,-0.473509,0.0449936,0.79116,0.62231
878,-0.473509,0.0449936,0.79116,0.62231
879,-0.473509,0.0449936,0.79116,0.62231
880,-0.473509,0.0449936,0.79116,0.62231
881,-0.473509,0.0449936,0.79116,0.62231
882,-0.473509,0.0449936,0.79116,0.62231
883,-0.473509,0.0449936,0.79116,0.62231
884,-0.473509,0.0449936,0.79116,0.62231
885,-0.473509,0.0449936,0.79116,0.62231
886,-0.473509,0.0449936,0.79116,0.62231
887,-0.473509,0.0449936,0.79116,0.62231
888,-0.473509,0.0449936,0.79116,0.62231
889,-0.473509,0.0449936,0.79116,0.62231
890,-0.473509,0.0449936,0.79116,0.62231
891,-0.473509,0.0449936,0.79116,0.62231
892,-0.473509,0.0449936,0.79116,0.62231
893,-0.473509,0.0449936,0.79116,0.62231
894,-0.473509,0.0449936,0.79116,0.62231
895,-0.473509,0.0449936,0.79116,0.62231
896,-0.473509,0.0449936,0.79116,0.62231
897,-0.473509,0.0449936,0.79116,0.62231
898,-0.473509,0.0449936,0.79116,0.62231
899,-0.473509,0.0449936,0.79116,0.62231
900,-0.473509,0.0449936,0.79116,0.62231
901,-0.473509,0.0449936,0.79116,0.62231
902,-0.473509,0.0449936,0.79116,0.62231
903,-0.473509,0.0449936,0.79116,0.62231
904,-0.473509,0.0449936,0.79116,0.62231
905,-0.473509,0.0449936,0.79116,0.62231
906,-0.473509,0.0449936,0.79116,0.62231
907,-0.473509,0.0449936,0.79116,0.62231
908,-0.473509,0.0449936,0.79116,0.62231
909,-0.473509,0.0449936,0.79116,0.62231
910,-0.473509,0.0449936,0.79116,0.62231
911,-0.473509,0.0449936,0.79116,0.62231
912,-0.473509,0.0449936,0.79116,0.62231
913,-0.473509,0.0449936,0.79116,0.62231
914,-0.473509,0.0449936,0.79116,0.62231
915,-0.473509,0.0449936,0.79116,0.62231
916,-0.473509,0.0449936,0.79116,0.62231
917,-0.473509,0.0449936,0.79116,0.62231
918,-0.473509,0.0449936,0.79116,0.62231
919,-0.473509,0.0449936,0.79116,0.62231
920,-0.473509,0.0449936,0.79116,0.62231
921,-0.473509,0.0449936,0.79116,0.62231
922,-0.473509,0.0449936,0.79116,0.62231
923,-0.473509,0.0449936,0.79116,0.62231
924,-0.473509,0.0449936,0.79116,0.62231
925,-0.473509,0.0449936,0.79116,0.62231
926,-0.473509,0.0449936,0.79116,0.62231
927,-0.473509,0.0449936,0.79116,0.62231
928,-0.473509,0.0449936,0.79116,0.62231
929,-0.473509,0.0449936,0.79116,0.62231
930,-0.473509,0.0449936,0.79116,0.62231
931,-0.473509,0.0449936,0.79116,0.62231
932,-0.473509,0.0449936,0.79116,0.62231
933,-0.473509,0.0449936,0.79116,0.62231
934,-0.473509,0.0449936,0.79116,0.62231
935,-0.474124,0.0450878,0.791141,0.622291
936,-0.474124,0.0450878,0.791141,0.622291
937,-0.474124,0.0450878,0.791141,0.622291
938,-0.474124,0.0450878,0.791141,0.622291
939,-0.474124,0.0450878,0.791141,0.622291
940,-0.474124,0.0450878,0.791141,0.622291
941,-0.474124,0.0450878,0.791141,0.622291
942,-0.474124,0.0450878,0.791141,0.622291
943,-0.474124,0.0450878,0.791141,0.622291
944,-0.474124,0.0450878,0.791141,0.622291
945,-0.474124,0.0450878,0.791141,0.622291
946,-0.474124,0.0450878,0.791141,0.622291
947,-0.474124,0.0450878,0.791141,0.622291
948,-0.474124,0.0450878,0.791141,0.622291
949,-0.474124,0.0450878,0.791141,0.622291
950,-0.474124,0.0450878,0.791141,0.622291
951,-0.474124,0.0450878,0.791141,0.622291
952,-0.474124,0.0450878,0.791141,0.622291
953,-0.474124,0.0450878,0.791141,0.622291
954,-0.474124,0.0450878,0.791141,0.622291
955,-0.474124,0.0450878,0.791141,0.622291
956,-0.474124,0.0450878,0.791141,0.622291
957,-0.474124,0.0450878,0.791141,0.622291
958,-0.474124,0.0450878,0.791141,0.622291
959,-0.474124,0.0450878,0.791141,0.622291
960,-0.474124,0.0450878,0.791141,0.622291
961,-0.474124,0.0450878,0.791141,0.622291
962,-0.474124,0.0450878,0.791141,0.622291
963,-0.474124,0.0450878,0.791141,0.622291
964,-0.474124,0.0450878,0.791141,0.622291
965,-0.474124,0.0450878,0.791141,0.622291
966,-0.474124,0.0450878,0.791141,0.622291
967,-0.474124,0.0450878,0.791141,0.622291
968,-0.474124,0.0450878,0.791141,0.622291
969,-0.474124,0.0450878,0.791141,0.622291
970,-0.474124,0.0450878,0.791141,0.622291
971,-0.474124,0.0450878,0.791141,0.622291
972,-0.474124,0.0450878,0.791141,0.622291
973,-0.474124,0.0450878,0.791141,0.622291
974,-0.474124,0.0450878,0.791141,0.622291
975,-0.474124,0.0450878,0.791141,0.622291
976,-0.474124,0.0450878,0.791141,0.622291
977,-0.474124,0.0450878,0.791141,0.622291
978,-0.474124,0.0450878,0.791141,0.622291
979,-0.474124,0.0450878,0.791141,0.622291
980,-0.474124,0.0450878,0.791141,0.622291
981,-0.474124,0.0450878,0.791141,0.622291
982,-0.474124,0.0450878,0.791141,0.622291
983,-0.474124,0.0450878,0.791141,0.622291
984,-0.474124,0.0450878,0.791141,0.622291
985,-0.474124,0.0450878,0.791141,0.622291
986,-0.474124,0.0450878,0.791141,0.622291
987,-0.474124,0.0450878,0.791141,0.622291
988,-0.474124,0.0450878,0.791141,0.622291
989,-0.474124,0.0450878,0.791141,0.622291
990,-0.474124,0.0450878,0.791141,0.622291
991,-0.474124,0.0450878,0.791141,0.622291
992,-0.474124,0.0450878,0.791141,0.622291
993,-0.474124,0.0450878,0.791141,0.622291
994,-0.474124,0.0450878,0.791141,0.622291
995,-0.474124,0.0450878,0.791141,0.622291
996,-0.474124,0.0450878,0.791141,0.622291
997,-0.474124,0.0450878,0.791141,0.622291
998,-0.474124,0.0450878,0.791141,0.622291
999,-0.474124,0.0450878,0.791141,0.622291
1000,-0.474124,0.0450878,0.791141,0.622291
